PLAYER,GROSS P/W,GROSS P/Y,ADJ. GROSS,POS.,AGE,COUNTRY,CLUB,League
Oscar Bobb,"€ 56,619","€ 2,944,177","€ 2,944,177",F,21,Norway,Manchester City,Premier League
Sean Longstaff,"€ 56,619","€ 2,944,177","€ 2,944,177",M,27,England,Newcastle,Premier League
Antoine Semenyo,"€ 56,619","€ 2,944,177","€ 2,944,177",F,25,Ghana,Bournemouth,Premier League
David Brooks,"€ 56,619","€ 2,944,177","€ 2,944,177",F,27,Wales,Bournemouth,Premier League
Odysseas Vlachodimos,"€ 56,619","€ 2,944,177","€ 2,944,177",K,30,Greece,Newcastle,Premier League
Sam Johnstone,"€ 56,619","€ 2,944,177","€ 2,944,177",K,31,England,Wolverhampton,Premier League
Ilya Zabarnyi,"€ 56,619","€ 2,944,177","€ 2,944,177",D,22,Ukraine,Bournemouth,Premier League
Konstantinos Mavropanos,"€ 56,619","€ 2,944,177","€ 2,944,177",D,27,Greece,West Ham,Premier League
Marc Guéhi,"€ 56,619","€ 2,944,177","€ 2,944,177",D,24,England,Crystal Palace,Premier League
Marcos Senesi,"€ 56,619","€ 2,944,177","€ 2,944,177",D,27,Argentina,Bournemouth,Premier League
Alejandro Garnacho,"€ 56,619","€ 2,944,177","€ 2,944,177",F,20,Argentina,Manchester United,Premier League
Maxence Lacroix,"€ 56,619","€ 2,944,177","€ 2,944,177",D,24,France,Crystal Palace,Premier League
Ryan Yates,"€ 56,619","€ 2,944,177","€ 2,944,177",M,27,England,Nottingham Forest,Premier League
Nathaniel Clyne,"€ 56,619","€ 2,944,177","€ 2,944,177",D,34,England,Crystal Palace,Premier League
Igor Thiago,"€ 56,619","€ 2,944,177","€ 2,944,177",F,23,Brazil,Brentford,Premier League
Taiwo Awoniyi,"€ 56,619","€ 2,944,177","€ 2,944,177",F,27,Nigeria,Nottingham Forest,Premier League
Aaron Cresswell,"€ 56,619","€ 2,944,177","€ 2,944,177",D,35,England,West Ham,Premier League
Trevoh Chalobah,"€ 56,619","€ 2,944,177","€ 2,944,177",D,25,England,Crystal Palace,Premier League
Wataru Endo,"€ 56,619","€ 2,944,177","€ 2,944,177",M,31,Japan,Liverpool,Premier League
Keane Lewis-Potter,"€ 56,619","€ 2,944,177","€ 2,944,177",F,23,England,Brentford,Premier League
Mathias Jensen,"€ 56,619","€ 2,944,177","€ 2,944,177",M,29,Denmark,Brentford,Premier League
Willian,"€ 56,619","€ 2,944,177","€ 2,944,177",F,36,Brazil,Fulham,Premier League
Beto,"€ 56,619","€ 2,944,177","€ 2,944,177",F,27,Guinea-Bissau,Everton,Premier League
Marc Guiu,"€ 56,619","€ 2,944,177","€ 2,944,177",F,19,Spain,Chelsea,Premier League
Brajan Gruda,"€ 56,619","€ 2,944,177","€ 2,944,177",F,20,Germany,Brighton,Premier League
Kenny Tete,"€ 56,619","€ 2,944,177","€ 2,944,177",D,29,Netherlands,Fulham,Premier League
Jan Paul van Hecke,"€ 56,619","€ 2,944,177","€ 2,944,177",D,24,Netherlands,Brighton,Premier League
Solly March,"€ 56,619","€ 2,944,177","€ 2,944,177",F,30,England,Brighton,Premier League
Trevoh Chalobah,"€ 56,619","€ 2,944,177","€ 2,944,177",D,25,England,Chelsea,Premier League
Harrison Reed,"€ 56,619","€ 2,944,177","€ 2,944,177",M,30,England,Fulham,Premier League
Abdukodir Khusanov,"€ 56,619","€ 2,944,177","€ 2,944,177",D,20,Uzbekistan,Manchester City,Premier League
Antonee Robinson,"€ 56,619","€ 2,944,177","€ 2,944,177",D,27,United States,Fulham,Premier League
Andreas Pereira,"€ 56,619","€ 2,944,177","€ 2,944,177",F,29,Brazil,Fulham,Premier League
João Pedro,"€ 56,619","€ 2,944,177","€ 2,944,177",F,23,Brazil,Brighton,Premier League
Pervis Estupiñán,"€ 56,619","€ 2,944,177","€ 2,944,177",D,27,Ecuador,Brighton,Premier League
Jesper Lindstrøm,"€ 56,619","€ 2,944,177","€ 2,944,177",F,24,Denmark,Everton,Premier League
Joël Veltman,"€ 56,619","€ 2,944,177","€ 2,944,177",D,33,Netherlands,Brighton,Premier League
Noni Madueke,"€ 56,619","€ 2,944,177","€ 2,944,177",F,22,England,Chelsea,Premier League
Orel Mangala,"€ 56,619","€ 2,944,177","€ 2,944,177",M,26,Belgium,Everton,Premier League
Neto,"€ 56,619","€ 2,944,177","€ 2,944,177",K,35,Brazil,Arsenal,Premier League
Jérémy Doku,"€ 56,619","€ 2,944,177","€ 2,944,177",F,22,Belgium,Manchester City,Premier League
Matt Doherty,"€ 56,619","€ 2,944,177","€ 2,944,177",D,33,Ireland,Wolverhampton,Premier League
Wout Faes,"€ 56,619","€ 2,944,177","€ 2,944,177",D,26,Belgium,Leicester,Premier League
Filip Jørgensen,"€ 56,619","€ 2,944,177","€ 2,944,177",K,22,Denmark,Chelsea,Premier League
Neco Williams,"€ 56,619","€ 2,944,177","€ 2,944,177",D,23,Wales,Nottingham Forest,Premier League
Tino Livramento,"€ 56,619","€ 2,944,177","€ 2,944,177",D,22,England,Newcastle,Premier League
Robin Olsen,"€ 56,619","€ 2,944,177","€ 2,944,177",K,35,Sweden,Aston Villa,Premier League
Jean-Philippe Mateta,"€ 56,619","€ 2,944,177","€ 2,944,177",F,27,France,Crystal Palace,Premier League
Oliver Skipp,"€ 56,619","€ 2,944,177","€ 2,944,177",M,24,England,Leicester,Premier League
Matt O'Riley,"€ 56,619","€ 2,944,177","€ 2,944,177",M,24,Denmark,Brighton,Premier League
Callum Wilson,"€ 52,089","€ 2,708,643","€ 2,708,643",F,32,England,Newcastle,Premier League
Jamal Lewis,"€ 50,957","€ 2,649,760","€ 2,649,760",D,27,Northern Ireland,Newcastle,Premier League
Malo Gusto,"€ 50,957","€ 2,649,760","€ 2,649,760",D,21,France,Chelsea,Premier League
Adam Lallana,"€ 50,957","€ 2,649,760","€ 2,649,760",F,36,England,Southampton,Premier League
Iliman Ndiaye,"€ 50,957","€ 2,649,760","€ 2,649,760",F,24,Senegal,Everton,Premier League
Jack Stephens,"€ 50,957","€ 2,649,760","€ 2,649,760",D,31,England,Southampton,Premier League
Lesley Ugochukwu,"€ 50,957","€ 2,649,760","€ 2,649,760",M,20,France,Southampton,Premier League
Calvin Bassey,"€ 50,957","€ 2,649,760","€ 2,649,760",D,25,Nigeria,Fulham,Premier League
Igor,"€ 50,957","€ 2,649,760","€ 2,649,760",D,26,Brazil,Brighton,Premier League
Tom Heaton,"€ 50,957","€ 2,649,760","€ 2,649,760",K,39,England,Manchester United,Premier League
Ryan Sessegnon,"€ 50,957","€ 2,649,760","€ 2,649,760",D,24,England,Fulham,Premier League
Bryan Mbeumo,"€ 50,957","€ 2,649,760","€ 2,649,760",F,25,Cameroon,Brentford,Premier League
Crysencio Summerville,"€ 50,957","€ 2,649,760","€ 2,649,760",F,23,Netherlands,West Ham,Premier League
Maxwel Cornet,"€ 50,957","€ 2,649,760","€ 2,649,760",F,28,Cote d'Ivoire,West Ham,Premier League
Craig Dawson,"€ 50,957","€ 2,649,760","€ 2,649,760",D,34,England,Wolverhampton,Premier League
Mario Lemina,"€ 50,957","€ 2,649,760","€ 2,649,760",M,31,Gabon,Wolverhampton,Premier League
Roméo Lavia,"€ 50,957","€ 2,649,760","€ 2,649,760",M,21,Belgium,Chelsea,Premier League
Alex Scott,"€ 45,295","€ 2,355,342","€ 2,355,342",M,21,England,Bournemouth,Premier League
Tyrick Mitchell,"€ 45,295","€ 2,355,342","€ 2,355,342",D,25,England,Crystal Palace,Premier League
Djed Spence,"€ 45,295","€ 2,355,342","€ 2,355,342",D,24,England,Tottenham,Premier League
Willy Boly,"€ 45,295","€ 2,355,342","€ 2,355,342",D,34,Cote d'Ivoire,Nottingham Forest,Premier League
Ryan Fraser,"€ 45,295","€ 2,355,342","€ 2,355,342",F,30,Scotland,Southampton,Premier League
Fábio Carvalho,"€ 45,295","€ 2,355,342","€ 2,355,342",F,22,Portugal,Brentford,Premier League
Yukinari Sugawara,"€ 45,295","€ 2,355,342","€ 2,355,342",D,24,Japan,Southampton,Premier League
Danny Ward,"€ 45,295","€ 2,355,342","€ 2,355,342",K,31,Wales,Leicester,Premier League
Christian Nørgaard,"€ 45,295","€ 2,355,342","€ 2,355,342",M,30,Denmark,Brentford,Premier League
Carlos Vinícius,"€ 45,295","€ 2,355,342","€ 2,355,342",F,29,Brazil,Fulham,Premier League
Sávio,"€ 45,295","€ 2,355,342","€ 2,355,342",F,20,Brazil,Manchester City,Premier League
Axel Disasi,"€ 45,295","€ 2,355,342","€ 2,355,342",D,26,France,Chelsea,Premier League
Martin Dubravka,"€ 45,295","€ 2,355,342","€ 2,355,342",K,36,Slovakia,Newcastle,Premier League
Matheus França,"€ 45,295","€ 2,355,342","€ 2,355,342",F,20,Brazil,Crystal Palace,Premier League
Patrick Dorgu,"€ 45,295","€ 2,355,342","€ 2,355,342",D,20,Denmark,Manchester United,Premier League
Harry Souttar,"€ 45,295","€ 2,355,342","€ 2,355,342",D,26,Australia,Leicester,Premier League
Jamaal Lascelles,"€ 45,295","€ 2,355,342","€ 2,355,342",D,31,England,Newcastle,Premier League
Kamaldeen Sulemana,"€ 45,295","€ 2,355,342","€ 2,355,342",F,22,Ghana,Southampton,Premier League
Vitor Reis,"€ 45,295","€ 2,355,342","€ 2,355,342",D,19,Brazil,Manchester City,Premier League
Matt Turner,"€ 45,295","€ 2,355,342","€ 2,355,342",K,30,United States,Crystal Palace,Premier League
Gabriel Slonina,"€ 45,295","€ 2,355,342","€ 2,355,342",K,20,United States,Chelsea,Premier League
Jaden Philogene-Bidace,"€ 45,295","€ 2,355,342","€ 2,355,342",F,22,England,Aston Villa,Premier League
Elliot Anderson,"€ 45,295","€ 2,355,342","€ 2,355,342",M,22,England,Nottingham Forest,Premier League
Santiago Bueno,"€ 45,295","€ 2,355,342","€ 2,355,342",D,26,Uruguay,Wolverhampton,Premier League
Cameron Archer,"€ 45,295","€ 2,355,342","€ 2,355,342",F,23,England,Southampton,Premier League
Axel Tuanzebe,"€ 45,295","€ 2,355,342","€ 2,355,342",D,27,Democratic Republic of the Congo,Ipswich Town,Premier League
Alex McCarthy,"€ 45,295","€ 2,355,342","€ 2,355,342",K,35,England,Southampton,Premier League
Harvey Elliott,"€ 45,295","€ 2,355,342","€ 2,355,342",M,21,England,Liverpool,Premier League
Adam Smith,"€ 45,295","€ 2,355,342","€ 2,355,342",D,33,England,Bournemouth,Premier League
Ashley Young,"€ 45,295","€ 2,355,342","€ 2,355,342",D,39,England,Everton,Premier League
Armando Broja,"€ 45,295","€ 2,355,342","€ 2,355,342",F,23,Albania,Everton,Premier League
Ola Aina,"€ 45,295","€ 2,355,342","€ 2,355,342",D,28,Nigeria,Nottingham Forest,Premier League
Kristoffer Ajer,"€ 45,295","€ 2,355,342","€ 2,355,342",D,26,Norway,Brentford,Premier League
Axel Disasi,"€ 45,295","€ 2,355,342","€ 2,355,342",D,26,France,Aston Villa,Premier League
Yankuba Minteh,"€ 45,295","€ 2,355,342","€ 2,355,342",F,20,The Gambia,Brighton,Premier League
Emiliano Buendía,"€ 42,464","€ 2,208,133","€ 2,208,133",F,28,Argentina,Aston Villa,Premier League
Tyrell Malacia,"€ 42,464","€ 2,208,133","€ 2,208,133",D,25,Netherlands,Manchester United,Premier League
Marcus Tavernier,"€ 39,633","€ 2,060,924","€ 2,060,924",M,25,England,Bournemouth,Premier League
Harry Wilson,"€ 39,633","€ 2,060,924","€ 2,060,924",F,28,Wales,Fulham,Premier League
Tariq Lamptey,"€ 39,633","€ 2,060,924","€ 2,060,924",D,24,Ghana,Brighton,Premier League
Morato,"€ 39,633","€ 2,060,924","€ 2,060,924",D,23,Brazil,Nottingham Forest,Premier League
Jacob Murphy,"€ 39,633","€ 2,060,924","€ 2,060,924",F,29,England,Newcastle,Premier League
Bart Verbruggen,"€ 39,633","€ 2,060,924","€ 2,060,924",K,22,Netherlands,Brighton,Premier League
Adam Wharton,"€ 39,633","€ 2,060,924","€ 2,060,924",M,20,England,Crystal Palace,Premier League
Rico Henry,"€ 39,633","€ 2,060,924","€ 2,060,924",D,27,England,Brentford,Premier League
Arijanet Muric,"€ 39,633","€ 2,060,924","€ 2,060,924",K,26,Kosovo,Ipswich Town,Premier League
Mikkel Damsgaard,"€ 39,633","€ 2,060,924","€ 2,060,924",F,24,Denmark,Brentford,Premier League
Wilson Odobert,"€ 39,633","€ 2,060,924","€ 2,060,924",F,20,France,Tottenham,Premier League
Dara O'Shea,"€ 39,633","€ 2,060,924","€ 2,060,924",D,25,Ireland,Ipswich Town,Premier League
Aarón Anselmino,"€ 39,633","€ 2,060,924","€ 2,060,924",D,19,Argentina,Chelsea,Premier League
Lewis Hall,"€ 39,633","€ 2,060,924","€ 2,060,924",D,20,England,Newcastle,Premier League
Jens Cajuste,"€ 39,633","€ 2,060,924","€ 2,060,924",M,25,Sweden,Ipswich Town,Premier League
Matz Sels,"€ 39,633","€ 2,060,924","€ 2,060,924",K,32,Belgium,Nottingham Forest,Premier League
Jake O'Brien,"€ 39,633","€ 2,060,924","€ 2,060,924",D,23,Ireland,Everton,Premier League
Altay Bayındır,"€ 39,633","€ 2,060,924","€ 2,060,924",K,26,Turkey,Manchester United,Premier League
Sasa Kalajdzic,"€ 39,633","€ 2,060,924","€ 2,060,924",F,27,Austria,Wolverhampton,Premier League
Bilal El Khannouss,"€ 39,633","€ 2,060,924","€ 2,060,924",F,20,Morocco,Leicester,Premier League
Bobby Reid,"€ 39,633","€ 2,060,924","€ 2,060,924",F,32,Jamaica,Leicester,Premier League
Harry Toffolo,"€ 39,633","€ 2,060,924","€ 2,060,924",D,29,England,Nottingham Forest,Premier League
Dango Ouattara,"€ 39,633","€ 2,060,924","€ 2,060,924",F,22,Burkina Faso,Bournemouth,Premier League
Joel Ward,"€ 39,633","€ 2,060,924","€ 2,060,924",D,35,England,Crystal Palace,Premier League
Vladimír Coufal,"€ 39,633","€ 2,060,924","€ 2,060,924",D,32,Czech Republic,West Ham,Premier League
Nicolás Domínguez,"€ 39,633","€ 2,060,924","€ 2,060,924",M,26,Argentina,Nottingham Forest,Premier League
Marcus Bettinelli,"€ 39,633","€ 2,060,924","€ 2,060,924",K,32,England,Chelsea,Premier League
Leander Dendoncker,"€ 39,633","€ 2,060,924","€ 2,060,924",M,29,Belgium,Aston Villa,Premier League
Álex Moreno,"€ 39,633","€ 2,060,924","€ 2,060,924",D,31,Spain,Nottingham Forest,Premier League
Jarrad Branthwaite,"€ 39,633","€ 2,060,924","€ 2,060,924",D,22,England,Everton,Premier League
Dean Huijsen,"€ 33,971","€ 1,766,506","€ 1,766,506",D,19,Spain,Bournemouth,Premier League
Scott Carson,"€ 33,971","€ 1,766,506","€ 1,766,506",K,39,England,Manchester City,Premier League
Chadi Riad,"€ 33,971","€ 1,766,506","€ 1,766,506",D,21,Morocco,Crystal Palace,Premier League
Lewis Miley,"€ 33,971","€ 1,766,506","€ 1,766,506",M,18,England,Newcastle,Premier League
Ethan Pinnock,"€ 33,971","€ 1,766,506","€ 1,766,506",D,31,Jamaica,Brentford,Premier League
Ramón Sosa,"€ 33,971","€ 1,766,506","€ 1,766,506",F,25,Paraguay,Nottingham Forest,Premier League
Youssef Chermiti,"€ 33,971","€ 1,766,506","€ 1,766,506",F,20,Portugal,Everton,Premier League
Flynn Downes,"€ 33,971","€ 1,766,506","€ 1,766,506",M,26,England,Southampton,Premier League
James Justin,"€ 33,971","€ 1,766,506","€ 1,766,506",D,26,England,Leicester,Premier League
Joshua Da Silva,"€ 33,971","€ 1,766,506","€ 1,766,506",M,26,England,Brentford,Premier League
Jarell Quansah,"€ 33,971","€ 1,766,506","€ 1,766,506",D,22,England,Liverpool,Premier League
Jordan Ayew,"€ 33,971","€ 1,766,506","€ 1,766,506",F,33,Ghana,Leicester,Premier League
Mark Flekken,"€ 33,971","€ 1,766,506","€ 1,766,506",K,31,Netherlands,Brentford,Premier League
Michael Kayode,"€ 33,971","€ 1,766,506","€ 1,766,506",D,20,Italy,Brentford,Premier League
Ben Johnson,"€ 33,971","€ 1,766,506","€ 1,766,506",D,25,England,Ipswich Town,Premier League
Rayan Aït-Nouri,"€ 33,971","€ 1,766,506","€ 1,766,506",D,23,Algeria,Wolverhampton,Premier League
Samuel Iling-Junior,"€ 33,971","€ 1,766,506","€ 1,766,506",F,21,England,Aston Villa,Premier League
David Datro Fofana,"€ 33,971","€ 1,766,506","€ 1,766,506",F,22,Cote d'Ivoire,Chelsea,Premier League
Charlie Taylor,"€ 33,971","€ 1,766,506","€ 1,766,506",D,31,England,Southampton,Premier League
Yerson Mosquera,"€ 33,971","€ 1,766,506","€ 1,766,506",D,23,Colombia,Wolverhampton,Premier League
James Garner,"€ 33,971","€ 1,766,506","€ 1,766,506",M,23,England,Everton,Premier League
Paul Onuachu,"€ 33,971","€ 1,766,506","€ 1,766,506",F,30,Nigeria,Southampton,Premier League
Nathan Collins,"€ 33,971","€ 1,766,506","€ 1,766,506",D,23,Ireland,Brentford,Premier League
Fábio Silva,"€ 33,971","€ 1,766,506","€ 1,766,506",F,22,Portugal,Wolverhampton,Premier League
Asmir Begovic,"€ 33,971","€ 1,766,506","€ 1,766,506",K,37,Bosnia-Herzegovina,Everton,Premier League
Tom Cairney,"€ 33,971","€ 1,766,506","€ 1,766,506",M,34,Scotland,Fulham,Premier League
Vitaly Janelt,"€ 33,971","€ 1,766,506","€ 1,766,506",M,26,Germany,Brentford,Premier League
Samy Morsy,"€ 33,971","€ 1,766,506","€ 1,766,506",M,33,Egypt,Ipswich Town,Premier League
Danilo,"€ 33,971","€ 1,766,506","€ 1,766,506",M,23,Brazil,Nottingham Forest,Premier League
Adam Armstrong,"€ 33,971","€ 1,766,506","€ 1,766,506",F,27,England,Southampton,Premier League
Milos Kerkez,"€ 33,971","€ 1,766,506","€ 1,766,506",D,21,Hungary,Bournemouth,Premier League
Luis Guilherme,"€ 33,971","€ 1,766,506","€ 1,766,506",F,18,Brazil,West Ham,Premier League
Nathan Patterson,"€ 31,707","€ 1,648,739","€ 1,648,739",D,23,Scotland,Everton,Premier League
George Hirst,"€ 31,140","€ 1,619,298","€ 1,619,298",F,25,England,Ipswich Town,Premier League
Evan Ferguson,"€ 31,140","€ 1,619,298","€ 1,619,298",F,20,Ireland,West Ham,Premier League
Evan Ferguson,"€ 31,140","€ 1,619,298","€ 1,619,298",F,19,Ireland,Brighton,Premier League
Kevin Danso,"€ 28,309","€ 1,472,089","€ 1,472,089",D,26,Austria,Tottenham,Premier League
Julián Araujo,"€ 28,309","€ 1,472,089","€ 1,472,089",D,23,Mexico,Bournemouth,Premier League
Gustavo Nunes,"€ 28,309","€ 1,472,089","€ 1,472,089",F,19,Brazil,Brentford,Premier League
Yoane Wissa,"€ 28,309","€ 1,472,089","€ 1,472,089",F,28,Democratic Republic of the Congo,Brentford,Premier League
Diego Gómez,"€ 28,309","€ 1,472,089","€ 1,472,089",M,21,Paraguay,Brighton,Premier League
Djordje Petrovic,"€ 28,309","€ 1,472,089","€ 1,472,089",K,25,Serbia,Chelsea,Premier League
Jeffrey Schlupp,"€ 28,309","€ 1,472,089","€ 1,472,089",M,32,Ghana,Crystal Palace,Premier League
Dwight McNeil,"€ 28,309","€ 1,472,089","€ 1,472,089",F,25,England,Everton,Premier League
Jorge Cuenca,"€ 28,309","€ 1,472,089","€ 1,472,089",D,25,Spain,Fulham,Premier League
Chiedozie Ogbene,"€ 28,309","€ 1,472,089","€ 1,472,089",F,27,Ireland,Ipswich Town,Premier League
Jack Clarke,"€ 28,309","€ 1,472,089","€ 1,472,089",F,24,England,Ipswich Town,Premier League
Jacob Greaves,"€ 28,309","€ 1,472,089","€ 1,472,089",D,24,England,Ipswich Town,Premier League
Jaden Philogene-Bidace,"€ 28,309","€ 1,472,089","€ 1,472,089",F,22,England,Ipswich Town,Premier League
Leif Davis,"€ 28,309","€ 1,472,089","€ 1,472,089",D,25,England,Ipswich Town,Premier League
Sammie Szmodics,"€ 28,309","€ 1,472,089","€ 1,472,089",F,29,Ireland,Ipswich Town,Premier League
Caleb Okoli,"€ 28,309","€ 1,472,089","€ 1,472,089",D,23,Italy,Leicester,Premier League
Facundo Buonanotte,"€ 28,309","€ 1,472,089","€ 1,472,089",F,20,Argentina,Leicester,Premier League
Victor Kristiansen,"€ 28,309","€ 1,472,089","€ 1,472,089",D,22,Denmark,Leicester,Premier League
Rico Lewis,"€ 28,309","€ 1,472,089","€ 1,472,089",D,20,England,Manchester City,Premier League
Kobbie Mainoo,"€ 28,309","€ 1,472,089","€ 1,472,089",M,19,England,Manchester United,Premier League
